name,price
Falchion Case Key,6.94
Glove Case Key,11.36
Sticker | GeT_RiGhT | Cologne 2015,1.33
P2000 | Grassland (Well-Worn),0.73
G3SG1 | Green Apple (Factory New),0.24
Glove Case Key,11.36
★ StatTrak™ Classic Knife | Crimson Web (Battle-Scarred),327.88
Chroma 3 Case Key,7.48
Spectrum Case Key,7.66
Gamma Case Key,9.46
StatTrak™ M249 | Emerald Poison Dart (Factory New),4.84
Winter Offensive Case Key,4.69
Gamma 2 Case Key,9.38
StatTrak™ G3SG1 | Flux (Battle-Scarred),11.2
Sticker | North | Krakow 2017,0.78
Souvenir M4A4 | Tornado (Field-Tested),2.45
Gamma 2 Case Key,9.38
Sticker | byali | Atlanta 2017,1.15
CS20 Case Key,7.43
★ Stiletto Knife | Doppler (Minimal Wear),2229.4
Sticker | fer | Cologne 2016,2.68
Sticker | NEO | Krakow 2017,1.29
★ StatTrak™ Navaja Knife | Doppler (Factory New),561.76
Huntsman Case Key,6.73
Sticker | Till Death Do Us Part,1.18
Falchion Case Key,6.94
Souvenir P250 | Metallic DDPAT (Factory New),3.02
Operation Hydra Case Key,2.49
CS20 Case Key,7.43
"StatTrak™ Music Kit | AWOLNATION, I Am",8.18
G3SG1 | Green Apple (Factory New),0.24
Sticker | chrisJ (Foil) | Boston 2018,2.04
Shadow Case Key,6.67
CS20 Case Key,7.43
AK-47 | Emerald Pinstripe (Field-Tested),7.55
Huntsman Case Key,6.73
Prisma Case Key,8.52
Horizon Case Key,7.4
Spectrum 2 Case Key,7.82
Falchion Case Key,6.94
StatTrak™ SG 553 | Wave Spray (Factory New),96.22
G3SG1 | Green Apple (Factory New),0.24
★ StatTrak™ Talon Knife | Case Hardened (Minimal Wear),798.7
PP-Bizon | Chemical Green (Field-Tested),0.7
★ Moto Gloves | Transport (Factory New),764.7
Sawed-Off | Brake Light (Factory New),1.23
Sawed-Off | Brake Light (Factory New),1.23
G3SG1 | Green Apple (Factory New),0.24
Danger Zone Case Key,8.76
Prisma Case Key,8.52
Gamma 2 Case Key,9.38
Horizon Case Key,7.4
Gamma 2 Case Key,9.38
XM1014 | Entombed (Minimal Wear),6.47
Clutch Case Key,10.69
Danger Zone Case Key,8.76
Souvenir AUG | Radiation Hazard (Factory New),5.45
MAC-10 | Pipe Down (Minimal Wear),0.72
G3SG1 | Green Apple (Factory New),0.24
Falchion Case Key,6.94
Glove Case Key,11.36
Spectrum 2 Case Key,7.82
Horizon Case Key,7.4
Sticker | AmaNEk (Gold) | Berlin 2019,8.07
Little Kev | The Professionals,3.82
Clutch Case Key,10.69
Glove Case Key,11.36
Spectrum Case Key,7.66
Danger Zone Case Key,8.76
Clutch Case Key,10.69
Spectrum 2 Case Key,7.82
M4A4 | Jungle Tiger (Factory New),40.61
"Music Kit | Proxy, Battlepack",4.79
Spectrum Case Key,7.66
Winter Offensive Case Key,4.69
MP9 | Bulldozer (Factory New),490.15
Souvenir AUG | Radiation Hazard (Factory New),5.45
G3SG1 | Green Apple (Factory New),0.24
Sticker | Hello M4A1-S (Gold),1.44
G3SG1 | Green Apple (Factory New),0.24
Revolver Case Key,6.82
Operation Phoenix Case Key,8.29
Shadow Case Key,6.67
Sticker | MLG | MLG Columbus 2016,3.52
Shadow Case Key,6.67
Revolver Case Key,6.82
Souvenir Tec-9 | Toxic (Minimal Wear),14.68
Revolver Case Key,6.82
Sticker | rain (Foil) | MLG Columbus 2016,21.44
Chroma 3 Case Key,7.48
Chroma 3 Case Key,7.48
Danger Zone Case Key,8.76
CS20 Case Key,7.43
Operation Phoenix Case Key,8.29
Shadow Case Key,6.67
Sawed-Off | Brake Light (Factory New),1.23
Danger Zone Case Key,8.76
Operation Phoenix Case Key,8.29
Huntsman Case Key,6.73
Sawed-Off | Brake Light (Factory New),1.23
Chroma 3 Case Key,7.48
Shadow Case Key,6.67
Sawed-Off | Brake Light (Factory New),1.23
Sticker | EliGE (Foil) | Cluj-Napoca 2015,41.44
Sawed-Off | Brake Light (Factory New),1.23
Chroma 3 Case Key,7.48
Operation Wildfire Case Key,6.96
Chroma 3 Case Key,7.48
Falchion Case Key,6.94
Operation Phoenix Case Key,8.29
Shadow Case Key,6.67
Sawed-Off | Brake Light (Factory New),1.23
Sticker | SPUNJ | Cologne 2015,5.39
★ Moto Gloves | Polygon (Factory New),1906.81
Shadow Case Key,6.67
Sticker | Till Death Do Us Part,1.18
★ Hand Wraps | Badlands (Factory New),961.03
Danger Zone Case Key,8.76
CZ75-Auto | Red Astor (Factory New),1.42
Chroma 3 Case Key,7.48
Shadow Case Key,6.67
CS20 Case Key,7.43
PP-Bizon | Irradiated Alert (Field-Tested),1.01
★ Specialist Gloves | Fade (Factory New),6015.57
Sticker | North | Krakow 2017,0.78
Operation Phoenix Case Key,8.29
P90 | Ash Wood (Factory New),0.28
Danger Zone Case Key,8.76
CS20 Case Key,7.43
Shadow Case Key,6.67
Operation Wildfire Case Key,6.96
★ Ursus Knife | Crimson Web (Factory New),2973.01
★ Bayonet | Doppler (Factory New),639.86
Sticker | shox | Atlanta 2017,2.45
Sticker | gob b (Foil) | Boston 2018,1.54
Sticker | NEO (Foil) | London 2018,1.34
MAC-10 | Graven (Well-Worn),21.1
Sticker | TACO | Cologne 2016,1.87
Sticker | rain | Cologne 2015,2.61
★ Gut Knife | Ultraviolet (Factory New),205.27
Sticker | Immortals | Krakow 2017,0.98
Sticker | AdreN | Krakow 2017,1.9
Sealed Graffiti | Natus Vincere | Boston 2018,3.92
Sticker | arT | Katowice 2019,1.44
MP7 | Motherboard (Factory New),0.2
Sir Bloody Darryl Royale | The Professionals,8.01
MAG-7 | Irradiated Alert (Minimal Wear),2.62
PP-Bizon | Chemical Green (Field-Tested),0.7
MAC-10 | Oceanic (Factory New),0.24
★ StatTrak™ Talon Knife | Doppler (Factory New),5433.27
CS20 Case Key,7.43
★ Ursus Knife | Stained (Factory New),206.12
Sticker | VINI (Gold) | Katowice 2019,43.43
Negev | Bulkhead (Factory New),0.23
Dual Berettas | Balance (Field-Tested),0.26
Dual Berettas | Balance (Field-Tested),0.26
Sticker | s1mple | Berlin 2019,0.58
UMP-45 | Metal Flowers (Battle-Scarred),0.99
Sealed Graffiti | Sheriff (Jungle Green),0.4
Little Kev | The Professionals,3.82
Sir Bloody Miami Darryl | The Professionals,20.6
Sticker | s1mple | Berlin 2019,0.58
Negev | Bulkhead (Factory New),0.23
Sticker | Renegades | Cologne 2015,0.74
Sticker | electronic (Foil) | London 2018,2.09
"Music Kit | Proxy, Battlepack",4.79
Sir Bloody Darryl Royale | The Professionals,8.01
StatTrak™ P250 | Red Rock (Factory New),17.89
XM1014 | Black Tie (Field-Tested),0.33
Negev | Mjölnir (Minimal Wear),1679.47
MAC-10 | Oceanic (Factory New),0.24
CS20 Case Key,7.43
Little Kev | The Professionals,3.82
PP-Bizon | Candy Apple (Factory New),0.21
Souvenir Sawed-Off | Snake Camo (Field-Tested),0.32
Sticker | Ninjas in Pyjamas | Cluj-Napoca 2015,1.44
Sticker | electronic | London 2018,0.51
Sir Bloody Darryl Royale | The Professionals,8.01
Souvenir XM1014 | Urban Perforated (Minimal Wear),0.29
Sticker | coldzera | MLG Columbus 2016,2.72
Sir Bloody Darryl Royale | The Professionals,8.01
Dual Berettas | Balance (Field-Tested),0.26
Sticker | dupreeh | MLG Columbus 2016,1.53
Sticker | Hiko | MLG Columbus 2016,1.15
Little Kev | The Professionals,3.82
Little Kev | The Professionals,3.82
P90 | Ash Wood (Field-Tested),0.18
PP-Bizon | Candy Apple (Factory New),0.21
StatTrak™ Nova | Ghost Camo (Minimal Wear),3.17
Sticker | Natus Vincere | London 2018,1.22
StatTrak™ SCAR-20 | Jungle Slipstream (Factory New),0.71
StatTrak™ UMP-45 | Delusion (Minimal Wear),1.19
Souvenir M4A4 | Radiation Hazard (Battle-Scarred),19.54
★ StatTrak™ M9 Bayonet | Case Hardened (Field-Tested),508.3
Little Kev | The Professionals,3.82
Galil AR | Kami (Field-Tested),0.64
Galil AR | Kami (Field-Tested),0.64
UMP-45 | Grand Prix (Field-Tested),0.32
MAC-10 | Oceanic (Factory New),0.24
StatTrak™ Negev | Desert-Strike (Factory New),0.93
P90 | Ash Wood (Field-Tested),0.18
Galil AR | Crimson Tsunami (Field-Tested),0.95
G3SG1 | Scavenger (Field-Tested),0.53
StatTrak™ Negev | Terrain (Minimal Wear),0.62
StatTrak™ M249 | Aztec (Field-Tested),1.11
MAG-7 | SWAG-7 (Field-Tested),0.32
M249 | Impact Drill (Factory New),3.17
Sticker | G2 Esports | London 2018,1.34
PP-Bizon | Candy Apple (Factory New),0.21
Sticker | Jame (Foil) | Katowice 2019,1.87
XM1014 | Entombed (Factory New),10.49
Galil AR | Dusk Ruins (Field-Tested),6.3
P90 | Ash Wood (Field-Tested),0.18
MAC-10 | Pipe Down (Field-Tested),0.46
Dual Berettas | Elite 1.6 (Factory New),0.27
XM1014 | Slipstream (Factory New),0.26
MAC-10 | Oceanic (Factory New),0.24
MAC-10 | Oceanic (Factory New),0.24
Tec-9 | Cracked Opal (Factory New),0.31
Nova | Exo (Factory New),0.27
StatTrak™ Negev | Terrain (Factory New),1.19
XM1014 | Slipstream (Factory New),0.26
Sticker | Team EnVyUs | MLG Columbus 2016,2.23
Sticker | Team EnVyUs | MLG Columbus 2016,2.23
Nova | Wood Fired (Factory New),0.23
Souvenir P250 | Contamination (Battle-Scarred),0.56
Sticker | v4lde (Foil) | Boston 2018,4.05
XM1014 | Entombed (Factory New),10.49
StatTrak™ Sawed-Off | Black Sand (Minimal Wear),0.3
Negev | Lionfish (Minimal Wear),0.54
MP7 | Motherboard (Factory New),0.2
Chroma 2 Case Key,6.98
Sticker | Hello M4A1-S (Gold),1.44
Tec-9 | Hades (Minimal Wear),10.83
StatTrak™ PP-Bizon | Photic Zone (Field-Tested),0.56
UMP-45 | Indigo (Well-Worn),1.6
Negev | Phoenix Stencil (Minimal Wear),5.07
Sticker | aumaN (Foil) | Katowice 2019,1.69
MAG-7 | SWAG-7 (Field-Tested),0.32
P90 | Ash Wood (Field-Tested),0.18
AK-47 | Predator (Well-Worn),12.59
Chroma 2 Case Key,6.98
Sir Bloody Miami Darryl | The Professionals,20.6
Sir Bloody Miami Darryl | The Professionals,20.6
Sir Bloody Miami Darryl | The Professionals,20.6
XM1014 | Black Tie (Minimal Wear),0.83
Sticker | JaCkz (Foil) | Katowice 2019,2.04
Special Agent Ava | FBI,6.66
Special Agent Ava | FBI,6.66
Negev | Phoenix Stencil (Factory New),5.35
Sealed Graffiti | Dizzy (Tracer Yellow),0.36
Sir Bloody Miami Darryl | The Professionals,20.6
Sir Bloody Darryl Royale | The Professionals,8.01
Sir Bloody Darryl Royale | The Professionals,8.01
Sir Bloody Skullhead Darryl | The Professionals,7.17
Sir Bloody Darryl Royale | The Professionals,8.01
Sir Bloody Darryl Royale | The Professionals,8.01
Special Agent Ava | FBI,6.66
Special Agent Ava | FBI,6.66
MP5-SD | Phosphor (Minimal Wear),5.7
MP5-SD | Phosphor (Minimal Wear),5.7
Sticker | AZR (Foil) | Katowice 2019,0.93
Sticker | Vega Squadron (Holo) | Katowice 2019,1.89
Sticker | Astralis | London 2018,0.67
MAC-10 | Pipe Down (Field-Tested),0.46
P90 | Ash Wood (Field-Tested),0.18
G3SG1 | VariCamo (Factory New),0.2
Sticker | Immortals | Krakow 2017,0.98
UMP-45 | Carbon Fiber (Factory New),0.24
Nova | Wood Fired (Factory New),0.23
Dual Berettas | Balance (Field-Tested),0.26
Negev | Loudmouth (Field-Tested),0.58
UMP-45 | Carbon Fiber (Factory New),0.24
MP7 | Motherboard (Factory New),0.2
MP7 | Motherboard (Factory New),0.2
Special Agent Ava | FBI,6.66
Sticker | flamie | Katowice 2019,0.16
UMP-45 | Grand Prix (Field-Tested),0.32
UMP-45 | Grand Prix (Field-Tested),0.32
UMP-45 | Grand Prix (Field-Tested),0.32
UMP-45 | Grand Prix (Field-Tested),0.32
Sticker | Team Liquid | Katowice 2019,1.3
Sticker | Astralis (Holo) | Krakow 2017,4.94
StatTrak™ SCAR-20 | Assault (Minimal Wear),0.36
Nova | Caged Steel (Minimal Wear),0.2
Sticker | NBK- | Atlanta 2017,1.77
Souvenir SCAR-20 | Carbon Fiber (Factory New),1.96
Sticker | NiKo | MLG Columbus 2016,11.94
G3SG1 | Scavenger (Field-Tested),0.53
Sticker | One Shot One Kill,1.03
Sticker | XANTARES | London 2018,1.18
Dual Berettas | Elite 1.6 (Factory New),0.27
P90 | Ash Wood (Minimal Wear),0.23
StatTrak™ SCAR-20 | Assault (Minimal Wear),0.36
Nova | Exo (Factory New),0.27
M249 | Gator Mesh (Factory New),0.2
Nova | Caged Steel (Minimal Wear),0.2
G3SG1 | VariCamo (Factory New),0.2
StatTrak™ Sawed-Off | Black Sand (Minimal Wear),0.3
CZ75-Auto | Red Astor (Factory New),1.42
UMP-45 | Grand Prix (Field-Tested),0.32
Nova | Caged Steel (Minimal Wear),0.2
Souvenir Nova | Predator (Battle-Scarred),0.24
R8 Revolver | Reboot (Well-Worn),0.4
StatTrak™ FAMAS | Decommissioned (Battle-Scarred),0.32
MAG-7 | BI83 Spectrum (Factory New),1.23
MP5-SD | Agent (Minimal Wear),1.02
SCAR-20 | Carbon Fiber (Factory New),0.28
Negev | Loudmouth (Field-Tested),0.58
Souvenir Galil AR | Hunting Blind (Battle-Scarred),0.83
G3SG1 | Green Apple (Minimal Wear),0.2
P90 | Traction (Factory New),0.97
P90 | Ash Wood (Field-Tested),0.18
UMP-45 | Carbon Fiber (Factory New),0.24
Five-SeveN | Silver Quartz (Factory New),1.41
Sticker | aumaN (Foil) | Katowice 2019,1.69
Sticker | ESL One | Katowice 2015,5.02
XM1014 | Ziggy (Field-Tested),0.43
SCAR-20 | Carbon Fiber (Factory New),0.28
Sealed Graffiti | Recoil AK-47 (Wire Blue),2.47
AK-47 | Hydroponic (Well-Worn),674.56
MP9 | Dry Season (Minimal Wear),1.61
Sealed Graffiti | Sheriff (Jungle Green),0.4
MP7 | Motherboard (Factory New),0.2
"StatTrak™ Music Kit | Daniel Sadowski, Total Domination",7.17
XM1014 | Incinegator (Minimal Wear),10.75
MAC-10 | Gold Brick (Battle-Scarred),24.72
XM1014 | CaliCamo (Factory New),0.19
PP-Bizon | Brass (Minimal Wear),1.91
Negev | Lionfish (Minimal Wear),0.54
StatTrak™ Sawed-Off | Black Sand (Minimal Wear),0.3
XM1014 | Slipstream (Factory New),0.26
XM1014 | Slipstream (Factory New),0.26
MAC-10 | Pipe Down (Field-Tested),0.46
Sticker | bodyy | London 2018,0.19
Negev | Bulkhead (Factory New),0.23
Nova | Caged Steel (Factory New),0.24
Nova | Caged Steel (Minimal Wear),0.2
Nova | Caged Steel (Factory New),0.24
G3SG1 | Green Apple (Minimal Wear),0.2
G3SG1 | Scavenger (Field-Tested),0.53
"Music Kit | Proxy, Battlepack",4.79
Galil AR | Crimson Tsunami (Field-Tested),0.95
XM1014 | CaliCamo (Factory New),0.19
Galil AR | Cold Fusion (Factory New),0.4
Sticker | Hello M4A1-S (Gold),1.44
Nova | Caged Steel (Factory New),0.24
Sticker | bodyy | London 2018,0.19
Nova | Candy Apple (Factory New),0.2
SCAR-20 | Carbon Fiber (Factory New),0.28
★ Paracord Knife | Case Hardened (Factory New),675.78
Sealed Graffiti | Sheriff (Jungle Green),0.4
Galil AR | Crimson Tsunami (Field-Tested),0.95
P90 | Ash Wood (Minimal Wear),0.23
StatTrak™ XM1014 | Slipstream (Minimal Wear),0.48
Nova | Caged Steel (Minimal Wear),0.2
Nova | Caged Steel (Minimal Wear),0.2
StatTrak™ XM1014 | Slipstream (Minimal Wear),0.48
StatTrak™ P2000 | Handgun (Well-Worn),1.03
MAC-10 | Pipe Down (Field-Tested),0.46
M249 | O.S.I.P.R. (Minimal Wear),0.28
MAC-10 | Pipe Down (Field-Tested),0.46
Nova | Caged Steel (Minimal Wear),0.2
SCAR-20 | Carbon Fiber (Factory New),0.28
Sticker | AdreN | Krakow 2017,1.9
Glock-18 | Night (Minimal Wear),1.47
Sticker | electronic | Boston 2018,1.79
UMP-45 | Riot (Well-Worn),0.21
StatTrak™ SCAR-20 | Bloodsport (Minimal Wear),8.46
Nova | Caged Steel (Minimal Wear),0.2
Nova | Caged Steel (Factory New),0.24
MAC-10 | Oceanic (Factory New),0.24
Tec-9 | Ossified (Factory New),0.78
Tec-9 | Ossified (Factory New),0.78
SCAR-20 | Storm (Battle-Scarred),1.41
SCAR-20 | Carbon Fiber (Factory New),0.28
Winter Offensive Case Key,4.69
Sealed Graffiti | Sheriff (Jungle Green),0.4
Negev | Lionfish (Field-Tested),0.33
PP-Bizon | Candy Apple (Factory New),0.21
Sticker | Natus Vincere | Berlin 2019,0.44
StatTrak™ Galil AR | Kami (Minimal Wear),2.22
Nova | Candy Apple (Factory New),0.2
Nova | Caged Steel (Minimal Wear),0.2
Nova | Caged Steel (Minimal Wear),0.2
Nova | Caged Steel (Minimal Wear),0.2
Nova | Caged Steel (Minimal Wear),0.2
Nova | Caged Steel (Minimal Wear),0.2
Five-SeveN | Orange Peel (Minimal Wear),0.21
Five-SeveN | Orange Peel (Minimal Wear),0.21
Sticker | Hello P90 (Gold),0.67
P250 | Dark Filigree (Factory New),3.81
Operation Broken Fang Premium Pass,12.12
Operation Shattered Web Premium Pass,25.12
Nova | Candy Apple (Factory New),0.2
MP5-SD | Agent (Minimal Wear),1.02
Operation Wildfire Case Key,6.96
Nova | Candy Apple (Factory New),0.2
Nova | Caged Steel (Minimal Wear),0.2
Sticker | Counter Logic Gaming | Cologne 2015,2.95
Sticker | Zeus (Foil) | Boston 2018,1.92
Sticker | NBK- (Foil) | MLG Columbus 2016,7.38
Nova | Caged Steel (Factory New),0.24
Nova | Caged Steel (Factory New),0.24
Souvenir FAMAS | Styx (Factory New),55.23
Nova | Caged Steel (Factory New),0.24
Sticker | Sphinx,0.35
MAC-10 | Candy Apple (Field-Tested),0.2
Sawed-Off | Snake Camo (Minimal Wear),0.19
Nova | Caged Steel (Factory New),0.24
MAC-10 | Pipe Down (Field-Tested),0.46
★ StatTrak™ Flip Knife | Case Hardened (Minimal Wear),337.18
Sealed Graffiti | Sheriff (Jungle Green),0.4
★ StatTrak™ Ursus Knife | Urban Masked (Minimal Wear),195.16
Nova | Candy Apple (Factory New),0.2
Sticker | WorldEdit (Foil) | Boston 2018,3.42
Nova | Exo (Factory New),0.27
UMP-45 | Carbon Fiber (Factory New),0.24
CZ75-Auto | Syndicate (Minimal Wear),1.21
CZ75-Auto | Syndicate (Minimal Wear),1.21
Nova | Caged Steel (Factory New),0.24
Street Soldier | Phoenix,2.44
Autograph Capsule | mousesports | Atlanta 2017,7.49
SCAR-20 | Carbon Fiber (Factory New),0.28
Souvenir UMP-45 | Indigo (Minimal Wear),2.01
MAC-10 | Rangeen (Minimal Wear),0.28
SCAR-20 | Jungle Slipstream (Factory New),0.22
Nova | Caged Steel (Factory New),0.24
StatTrak™ MP5-SD | Kitbash (Minimal Wear),2.2
Souvenir Negev | CaliCamo (Field-Tested),0.74
Five-SeveN | Silver Quartz (Minimal Wear),1.03
StatTrak™ MP5-SD | Kitbash (Minimal Wear),2.2
StatTrak™ MP5-SD | Kitbash (Minimal Wear),2.2
"StatTrak™ Music Kit | Troels Folmann, Uber Blasto Phone",6.94
UMP-45 | Riot (Well-Worn),0.21
Nova | Wild Six (Minimal Wear),0.56
M249 | O.S.I.P.R. (Minimal Wear),0.28
Nova | Caged Steel (Factory New),0.24
Nova | Windblown (Factory New),0.52
MP5-SD | Co-Processor (Field-Tested),0.43
Sticker | WorldEdit (Foil) | Cologne 2015,4.02
Sticker | Flipsid3 Tactics | Cologne 2016,5.71
UMP-45 | Plastique (Field-Tested),0.6
P2000 | Space Race (Field-Tested),0.54
Souvenir Glock-18 | Groundwater (Field-Tested),2.5
StatTrak™ Dual Berettas | Royal Consorts (Minimal Wear),2.8
P2000 | Space Race (Field-Tested),0.54
Galil AR | Crimson Tsunami (Field-Tested),0.95
Sticker | Ninjas in Pyjamas (Foil) | Cologne 2015,5.73
G3SG1 | VariCamo (Factory New),0.2
Sticker | NiKo | Katowice 2019,1.08
Galil AR | Tuxedo (Field-Tested),1.21
P250 | Mehndi (Minimal Wear),14.75
Sticker | suNny | London 2018,0.19
MP7 | Guerrilla (Factory New),0.47
Dual Berettas | Royal Consorts (Field-Tested),0.48
SSG 08 | Acid Fade (Factory New),1.83
Sealed Graffiti | Broken Heart (Monster Purple),0.45
PP-Bizon | Candy Apple (Factory New),0.21
Souvenir P250 | Contamination (Minimal Wear),1.57
R8 Revolver | Llama Cannon (Field-Tested),2.53
StatTrak™ UMP-45 | Metal Flowers (Minimal Wear),2.79
Galil AR | Tuxedo (Field-Tested),1.21
Souvenir Glock-18 | Candy Apple (Minimal Wear),292.13
Sealed Graffiti | Sheriff (Jungle Green),0.4
Dual Berettas | Moon in Libra (Battle-Scarred),2.32
MAG-7 | Justice (Minimal Wear),5.52
Winter Offensive Case Key,4.69
Sticker | DeadFox | London 2018,0.16
UMP-45 | Carbon Fiber (Factory New),0.24
MAC-10 | Pipe Down (Field-Tested),0.46
StatTrak™ PP-Bizon | Photic Zone (Well-Worn),0.33
Five-SeveN | Silver Quartz (Minimal Wear),1.03
PP-Bizon | Candy Apple (Factory New),0.21
XM1014 | CaliCamo (Factory New),0.19
UMP-45 | Scorched (Minimal Wear),0.34
XM1014 | Fallout Warning (Minimal Wear),9.62
UMP-45 | Carbon Fiber (Factory New),0.24
PP-Bizon | Candy Apple (Factory New),0.21
StatTrak™ Nova | Ghost Camo (Minimal Wear),3.17
Sticker | Zeus (Gold) | Katowice 2019,37.72
Dual Berettas | Elite 1.6 (Factory New),0.27
UMP-45 | Carbon Fiber (Factory New),0.24
Sawed-Off | Full Stop (Minimal Wear),0.89
Sticker | EliGE | MLG Columbus 2016,2.35
Sealed Graffiti | Heart (Princess Pink),0.14
Negev | Lionfish (Minimal Wear),0.54
StatTrak™ Dual Berettas | Shred (Well-Worn),0.59
MAC-10 | Pipe Down (Field-Tested),0.46
XM1014 | Slipstream (Factory New),0.26
MAC-10 | Oceanic (Factory New),0.24
XM1014 | Entombed (Factory New),10.49
UMP-45 | Grand Prix (Field-Tested),0.32
UMP-45 | Grand Prix (Field-Tested),0.32
Sticker | mou | Atlanta 2017,1.5
Sealed Graffiti | Heart (Bazooka Pink),0.16
Sticker | NEO | Atlanta 2017,1.48
MP7 | Anodized Navy (Factory New),1.18
Nova | Windblown (Factory New),0.52
MP7 | Anodized Navy (Factory New),1.18
StatTrak™ AUG | Plague (Minimal Wear),0.59
Sawed-Off | Full Stop (Minimal Wear),0.89
Sticker | ShahZaM (Foil) | Boston 2018,2.36
Sticker | Hello PP-Bizon (Gold),0.76
Five-SeveN | Buddy (Field-Tested),0.67
Sawed-Off | Full Stop (Minimal Wear),0.89
M249 | Gator Mesh (Factory New),0.2
Sawed-Off | Snake Camo (Minimal Wear),0.19
StatTrak™ G3SG1 | Ventilator (Minimal Wear),0.28
Dual Berettas | Elite 1.6 (Factory New),0.27
PP-Bizon | Night Ops (Factory New),0.19
★ StatTrak™ Classic Knife | Boreal Forest (Well-Worn),200.81
StatTrak™ Nova | Ranger (Factory New),2.2
P2000 | Space Race (Field-Tested),0.54
Sawed-Off | Full Stop (Minimal Wear),0.89
StatTrak™ MAC-10 | Pipe Down (Field-Tested),0.88
M249 | Gator Mesh (Factory New),0.2
Sticker | Attacker | Boston 2018,1.16
CZ75-Auto | Syndicate (Minimal Wear),1.21
P2000 | Space Race (Minimal Wear),1.17
G3SG1 | Scavenger (Field-Tested),0.53
Negev | Lionfish (Minimal Wear),0.54
Sticker | Natus Vincere | Cluj-Napoca 2015,2.08
Sticker | frozen (Foil) | Berlin 2019,0.96
Nova | Caged Steel (Field-Tested),0.17
AUG | Momentum (Minimal Wear),6.66
MAC-10 | Pipe Down (Well-Worn),0.38
StatTrak™ Glock-18 | Blue Fissure (Field-Tested),2.97
Five-SeveN | Silver Quartz (Minimal Wear),1.03
Negev | Bulkhead (Field-Tested),0.09
Negev | Bulkhead (Factory New),0.23
Negev | Bulkhead (Factory New),0.23
MAC-10 | Pipe Down (Minimal Wear),0.72
PP-Bizon | Night Ops (Factory New),0.19
Street Soldier | Phoenix,2.44
